date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago
20160227,27/02/2016,6,27,1153,Saturday,Sat,Weekend,9,168,22/02/2016,20160222,2,38,February,Feb,1,2016,201602,8,3,2016,Not Month End,27/02/2015
20160228,28/02/2016,7,28,1154,Sunday,Sun,Weekend,9,168,22/02/2016,20160222,2,38,February,Feb,1,2016,201602,8,3,2016,Not Month End,28/02/2015
20160229,29/02/2016,1,29,1155,Monday,Mon,Weekday,10,169,29/02/2016,20160229,2,38,February,Feb,1,2016,201602,8,3,2016,Month End,01/03/2015
20160301,01/03/2016,2,1,1156,Tuesday,Tue,Weekday,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,01/03/2015
20160302,02/03/2016,3,2,1157,Wednesday,Wed,Weekday,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,02/03/2015
20160303,03/03/2016,4,3,1158,Thursday,Thu,Weekday,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,03/03/2015
20160304,04/03/2016,5,4,1159,Friday,Fri,Weekday,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,04/03/2015
20160305,05/03/2016,6,5,1160,Saturday,Sat,Weekend,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,05/03/2015
20160306,06/03/2016,7,6,1161,Sunday,Sun,Weekend,10,169,29/02/2016,20160229,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,06/03/2015
20160307,07/03/2016,1,7,1162,Monday,Mon,Weekday,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,07/03/2015
20160308,08/03/2016,2,8,1163,Tuesday,Tue,Weekday,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,08/03/2015
20160309,09/03/2016,3,9,1164,Wednesday,Wed,Weekday,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,09/03/2015
20160310,10/03/2016,4,10,1165,Thursday,Thu,Weekday,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,10/03/2015
20160311,11/03/2016,5,11,1166,Friday,Fri,Weekday,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,11/03/2015
20160312,12/03/2016,6,12,1167,Saturday,Sat,Weekend,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,12/03/2015
20160313,13/03/2016,7,13,1168,Sunday,Sun,Weekend,11,170,07/03/2016,20160307,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,13/03/2015
20160314,14/03/2016,1,14,1169,Monday,Mon,Weekday,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,14/03/2015
20160315,15/03/2016,2,15,1170,Tuesday,Tue,Weekday,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,15/03/2015
20160316,16/03/2016,3,16,1171,Wednesday,Wed,Weekday,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,16/03/2015
20160317,17/03/2016,4,17,1172,Thursday,Thu,Weekday,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,17/03/2015
20160318,18/03/2016,5,18,1173,Friday,Fri,Weekday,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,18/03/2015
20160319,19/03/2016,6,19,1174,Saturday,Sat,Weekend,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,19/03/2015
20160320,20/03/2016,7,20,1175,Sunday,Sun,Weekend,12,171,14/03/2016,20160314,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,20/03/2015
20160321,21/03/2016,1,21,1176,Monday,Mon,Weekday,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,21/03/2015
20160322,22/03/2016,2,22,1177,Tuesday,Tue,Weekday,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,22/03/2015
20160323,23/03/2016,3,23,1178,Wednesday,Wed,Weekday,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,23/03/2015
20160324,24/03/2016,4,24,1179,Thursday,Thu,Weekday,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,24/03/2015
20160325,25/03/2016,5,25,1180,Friday,Fri,Weekday,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,25/03/2015
20160326,26/03/2016,6,26,1181,Saturday,Sat,Weekend,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,26/03/2015
20160327,27/03/2016,7,27,1182,Sunday,Sun,Weekend,13,172,21/03/2016,20160321,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,27/03/2015
20160328,28/03/2016,1,28,1183,Monday,Mon,Weekday,14,173,28/03/2016,20160328,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,28/03/2015
20160329,29/03/2016,2,29,1184,Tuesday,Tue,Weekday,14,173,28/03/2016,20160328,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,29/03/2015
20160330,30/03/2016,3,30,1185,Wednesday,Wed,Weekday,14,173,28/03/2016,20160328,3,39,March,Mar,1,2016,201603,9,3,2016,Not Month End,30/03/2015
20160331,31/03/2016,4,31,1186,Thursday,Thu,Weekday,14,173,28/03/2016,20160328,3,39,March,Mar,1,2016,201603,9,3,2016,Month End,31/03/2015
20160401,01/04/2016,5,1,1187,Friday,Fri,Weekday,14,173,28/03/2016,20160328,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,01/04/2015
20160402,02/04/2016,6,2,1188,Saturday,Sat,Weekend,14,173,28/03/2016,20160328,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,02/04/2015
20160403,03/04/2016,7,3,1189,Sunday,Sun,Weekend,14,173,28/03/2016,20160328,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,03/04/2015
20160404,04/04/2016,1,4,1190,Monday,Mon,Weekday,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,04/04/2015
20160405,05/04/2016,2,5,1191,Tuesday,Tue,Weekday,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,05/04/2015
20160406,06/04/2016,3,6,1192,Wednesday,Wed,Weekday,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,06/04/2015
20160407,07/04/2016,4,7,1193,Thursday,Thu,Weekday,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,07/04/2015
20160408,08/04/2016,5,8,1194,Friday,Fri,Weekday,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,08/04/2015
20160409,09/04/2016,6,9,1195,Saturday,Sat,Weekend,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,09/04/2015
20160410,10/04/2016,7,10,1196,Sunday,Sun,Weekend,15,174,04/04/2016,20160404,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,10/04/2015
20160411,11/04/2016,1,11,1197,Monday,Mon,Weekday,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,11/04/2015
20160412,12/04/2016,2,12,1198,Tuesday,Tue,Weekday,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,12/04/2015
20160413,13/04/2016,3,13,1199,Wednesday,Wed,Weekday,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,13/04/2015
20160414,14/04/2016,4,14,1200,Thursday,Thu,Weekday,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,14/04/2015
20160415,15/04/2016,5,15,1201,Friday,Fri,Weekday,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,15/04/2015
20160416,16/04/2016,6,16,1202,Saturday,Sat,Weekend,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,16/04/2015
20160417,17/04/2016,7,17,1203,Sunday,Sun,Weekend,16,175,11/04/2016,20160411,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,17/04/2015
20160418,18/04/2016,1,18,1204,Monday,Mon,Weekday,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,18/04/2015
20160419,19/04/2016,2,19,1205,Tuesday,Tue,Weekday,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,19/04/2015
20160420,20/04/2016,3,20,1206,Wednesday,Wed,Weekday,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,20/04/2015
20160421,21/04/2016,4,21,1207,Thursday,Thu,Weekday,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,21/04/2015
20160422,22/04/2016,5,22,1208,Friday,Fri,Weekday,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,22/04/2015
20160423,23/04/2016,6,23,1209,Saturday,Sat,Weekend,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,23/04/2015
20160424,24/04/2016,7,24,1210,Sunday,Sun,Weekend,17,176,18/04/2016,20160418,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,24/04/2015
20160425,25/04/2016,1,25,1211,Monday,Mon,Weekday,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,25/04/2015
20160426,26/04/2016,2,26,1212,Tuesday,Tue,Weekday,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,26/04/2015
20160427,27/04/2016,3,27,1213,Wednesday,Wed,Weekday,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,27/04/2015
20160428,28/04/2016,4,28,1214,Thursday,Thu,Weekday,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,28/04/2015
20160429,29/04/2016,5,29,1215,Friday,Fri,Weekday,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Not Month End,29/04/2015
20160430,30/04/2016,6,30,1216,Saturday,Sat,Weekend,18,177,25/04/2016,20160425,4,40,April,Apr,2,2016,201604,10,4,2016,Month End,30/04/2015
20160501,01/05/2016,7,1,1217,Sunday,Sun,Weekend,18,177,25/04/2016,20160425,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,01/05/2015
20160502,02/05/2016,1,2,1218,Monday,Mon,Weekday,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,02/05/2015
20160503,03/05/2016,2,3,1219,Tuesday,Tue,Weekday,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,03/05/2015
20160504,04/05/2016,3,4,1220,Wednesday,Wed,Weekday,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,04/05/2015
20160505,05/05/2016,4,5,1221,Thursday,Thu,Weekday,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,05/05/2015
20160506,06/05/2016,5,6,1222,Friday,Fri,Weekday,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,06/05/2015
20160507,07/05/2016,6,7,1223,Saturday,Sat,Weekend,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,07/05/2015
20160508,08/05/2016,7,8,1224,Sunday,Sun,Weekend,19,178,02/05/2016,20160502,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,08/05/2015
20160509,09/05/2016,1,9,1225,Monday,Mon,Weekday,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,09/05/2015
20160510,10/05/2016,2,10,1226,Tuesday,Tue,Weekday,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,10/05/2015
20160511,11/05/2016,3,11,1227,Wednesday,Wed,Weekday,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,11/05/2015
20160512,12/05/2016,4,12,1228,Thursday,Thu,Weekday,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,12/05/2015
20160513,13/05/2016,5,13,1229,Friday,Fri,Weekday,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,13/05/2015
20160514,14/05/2016,6,14,1230,Saturday,Sat,Weekend,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,14/05/2015
20160515,15/05/2016,7,15,1231,Sunday,Sun,Weekend,20,179,09/05/2016,20160509,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,15/05/2015
20160516,16/05/2016,1,16,1232,Monday,Mon,Weekday,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,16/05/2015
20160517,17/05/2016,2,17,1233,Tuesday,Tue,Weekday,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,17/05/2015
20160518,18/05/2016,3,18,1234,Wednesday,Wed,Weekday,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,18/05/2015
20160519,19/05/2016,4,19,1235,Thursday,Thu,Weekday,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,19/05/2015
20160520,20/05/2016,5,20,1236,Friday,Fri,Weekday,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,20/05/2015
20160521,21/05/2016,6,21,1237,Saturday,Sat,Weekend,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,21/05/2015
20160522,22/05/2016,7,22,1238,Sunday,Sun,Weekend,21,180,16/05/2016,20160516,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,22/05/2015
20160523,23/05/2016,1,23,1239,Monday,Mon,Weekday,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,23/05/2015
20160524,24/05/2016,2,24,1240,Tuesday,Tue,Weekday,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,24/05/2015
20160525,25/05/2016,3,25,1241,Wednesday,Wed,Weekday,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,25/05/2015
20160526,26/05/2016,4,26,1242,Thursday,Thu,Weekday,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,26/05/2015
20160527,27/05/2016,5,27,1243,Friday,Fri,Weekday,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,27/05/2015
20160528,28/05/2016,6,28,1244,Saturday,Sat,Weekend,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,28/05/2015
20160529,29/05/2016,7,29,1245,Sunday,Sun,Weekend,22,181,23/05/2016,20160523,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,29/05/2015
20160530,30/05/2016,1,30,1246,Monday,Mon,Weekday,23,182,30/05/2016,20160530,5,41,May,May,2,2016,201605,11,4,2016,Not Month End,30/05/2015
20160531,31/05/2016,2,31,1247,Tuesday,Tue,Weekday,23,182,30/05/2016,20160530,5,41,May,May,2,2016,201605,11,4,2016,Month End,31/05/2015
20160601,01/06/2016,3,1,1248,Wednesday,Wed,Weekday,23,182,30/05/2016,20160530,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,01/06/2015
20160602,02/06/2016,4,2,1249,Thursday,Thu,Weekday,23,182,30/05/2016,20160530,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,02/06/2015
20160603,03/06/2016,5,3,1250,Friday,Fri,Weekday,23,182,30/05/2016,20160530,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,03/06/2015
20160604,04/06/2016,6,4,1251,Saturday,Sat,Weekend,23,182,30/05/2016,20160530,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,04/06/2015
20160605,05/06/2016,7,5,1252,Sunday,Sun,Weekend,23,182,30/05/2016,20160530,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,05/06/2015
20160606,06/06/2016,1,6,1253,Monday,Mon,Weekday,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,06/06/2015
20160607,07/06/2016,2,7,1254,Tuesday,Tue,Weekday,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,07/06/2015
20160608,08/06/2016,3,8,1255,Wednesday,Wed,Weekday,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,08/06/2015
20160609,09/06/2016,4,9,1256,Thursday,Thu,Weekday,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,09/06/2015
20160610,10/06/2016,5,10,1257,Friday,Fri,Weekday,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,10/06/2015
20160611,11/06/2016,6,11,1258,Saturday,Sat,Weekend,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,11/06/2015
20160612,12/06/2016,7,12,1259,Sunday,Sun,Weekend,24,183,06/06/2016,20160606,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,12/06/2015
20160613,13/06/2016,1,13,1260,Monday,Mon,Weekday,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,13/06/2015
20160614,14/06/2016,2,14,1261,Tuesday,Tue,Weekday,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,14/06/2015
20160615,15/06/2016,3,15,1262,Wednesday,Wed,Weekday,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,15/06/2015
20160616,16/06/2016,4,16,1263,Thursday,Thu,Weekday,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,16/06/2015
20160617,17/06/2016,5,17,1264,Friday,Fri,Weekday,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,17/06/2015
20160618,18/06/2016,6,18,1265,Saturday,Sat,Weekend,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,18/06/2015
20160619,19/06/2016,7,19,1266,Sunday,Sun,Weekend,25,184,13/06/2016,20160613,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,19/06/2015
20160620,20/06/2016,1,20,1267,Monday,Mon,Weekday,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,20/06/2015
20160621,21/06/2016,2,21,1268,Tuesday,Tue,Weekday,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,21/06/2015
20160622,22/06/2016,3,22,1269,Wednesday,Wed,Weekday,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,22/06/2015
20160623,23/06/2016,4,23,1270,Thursday,Thu,Weekday,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,23/06/2015
20160624,24/06/2016,5,24,1271,Friday,Fri,Weekday,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,24/06/2015
20160625,25/06/2016,6,25,1272,Saturday,Sat,Weekend,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,25/06/2015
20160626,26/06/2016,7,26,1273,Sunday,Sun,Weekend,26,185,20/06/2016,20160620,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,26/06/2015
20160627,27/06/2016,1,27,1274,Monday,Mon,Weekday,27,186,27/06/2016,20160627,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,27/06/2015
20160628,28/06/2016,2,28,1275,Tuesday,Tue,Weekday,27,186,27/06/2016,20160627,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,28/06/2015
20160629,29/06/2016,3,29,1276,Wednesday,Wed,Weekday,27,186,27/06/2016,20160627,6,42,June,Jun,2,2016,201606,12,4,2016,Not Month End,29/06/2015
20160630,30/06/2016,4,30,1277,Thursday,Thu,Weekday,27,186,27/06/2016,20160627,6,42,June,Jun,2,2016,201606,12,4,2016,Month End,30/06/2015
20160701,01/07/2016,5,1,1278,Friday,Fri,Weekday,27,186,27/06/2016,20160627,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,01/07/2015
20160702,02/07/2016,6,2,1279,Saturday,Sat,Weekend,27,186,27/06/2016,20160627,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,02/07/2015
20160703,03/07/2016,7,3,1280,Sunday,Sun,Weekend,27,186,27/06/2016,20160627,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,03/07/2015
20160704,04/07/2016,1,4,1281,Monday,Mon,Weekday,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,04/07/2015
20160705,05/07/2016,2,5,1282,Tuesday,Tue,Weekday,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,05/07/2015
20160706,06/07/2016,3,6,1283,Wednesday,Wed,Weekday,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,06/07/2015
20160707,07/07/2016,4,7,1284,Thursday,Thu,Weekday,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,07/07/2015
20160708,08/07/2016,5,8,1285,Friday,Fri,Weekday,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,08/07/2015
20160709,09/07/2016,6,9,1286,Saturday,Sat,Weekend,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,09/07/2015
20160710,10/07/2016,7,10,1287,Sunday,Sun,Weekend,28,187,04/07/2016,20160704,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,10/07/2015
20160711,11/07/2016,1,11,1288,Monday,Mon,Weekday,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,11/07/2015
20160712,12/07/2016,2,12,1289,Tuesday,Tue,Weekday,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,12/07/2015
20160713,13/07/2016,3,13,1290,Wednesday,Wed,Weekday,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,13/07/2015
20160714,14/07/2016,4,14,1291,Thursday,Thu,Weekday,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,14/07/2015
20160715,15/07/2016,5,15,1292,Friday,Fri,Weekday,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,15/07/2015
20160716,16/07/2016,6,16,1293,Saturday,Sat,Weekend,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,16/07/2015
20160717,17/07/2016,7,17,1294,Sunday,Sun,Weekend,29,188,11/07/2016,20160711,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,17/07/2015
20160718,18/07/2016,1,18,1295,Monday,Mon,Weekday,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,18/07/2015
20160719,19/07/2016,2,19,1296,Tuesday,Tue,Weekday,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,19/07/2015
20160720,20/07/2016,3,20,1297,Wednesday,Wed,Weekday,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,20/07/2015
20160721,21/07/2016,4,21,1298,Thursday,Thu,Weekday,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,21/07/2015
20160722,22/07/2016,5,22,1299,Friday,Fri,Weekday,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,22/07/2015
20160723,23/07/2016,6,23,1300,Saturday,Sat,Weekend,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,23/07/2015
20160724,24/07/2016,7,24,1301,Sunday,Sun,Weekend,30,189,18/07/2016,20160718,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,24/07/2015
20160725,25/07/2016,1,25,1302,Monday,Mon,Weekday,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,25/07/2015
20160726,26/07/2016,2,26,1303,Tuesday,Tue,Weekday,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,26/07/2015
20160727,27/07/2016,3,27,1304,Wednesday,Wed,Weekday,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,27/07/2015
20160728,28/07/2016,4,28,1305,Thursday,Thu,Weekday,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,28/07/2015
20160729,29/07/2016,5,29,1306,Friday,Fri,Weekday,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,29/07/2015
20160730,30/07/2016,6,30,1307,Saturday,Sat,Weekend,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Not Month End,30/07/2015
20160731,31/07/2016,7,31,1308,Sunday,Sun,Weekend,31,190,25/07/2016,20160725,7,43,July,Jul,3,2016,201607,1,1,2017,Month End,31/07/2015
20160801,01/08/2016,1,1,1309,Monday,Mon,Weekday,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,01/08/2015
20160802,02/08/2016,2,2,1310,Tuesday,Tue,Weekday,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,02/08/2015
20160803,03/08/2016,3,3,1311,Wednesday,Wed,Weekday,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,03/08/2015
20160804,04/08/2016,4,4,1312,Thursday,Thu,Weekday,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,04/08/2015
20160805,05/08/2016,5,5,1313,Friday,Fri,Weekday,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,05/08/2015
20160806,06/08/2016,6,6,1314,Saturday,Sat,Weekend,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,06/08/2015
20160807,07/08/2016,7,7,1315,Sunday,Sun,Weekend,32,191,01/08/2016,20160801,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,07/08/2015
20160808,08/08/2016,1,8,1316,Monday,Mon,Weekday,33,192,08/08/2016,20160808,8,44,August,Aug,3,2016,201608,2,1,2017,Not Month End,08/08/2015
